Classification,Common Name,Scientific Name,Population Trend,Assessment,Conservation Status,IUCN Link,Kingdom,Class
animalia — insecta,West Coast Lady,Vanessa annabella,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/173004562/173004577,animalia,insecta
animalia — insecta,American Painted Lady,Vanessa virginiensis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/161254/882795,animalia,insecta
plantae — magnoliopsida,,Vauquelinia californica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126610981/126613176,plantae,magnoliopsida
plantae — liliopsida,,Ventenata dubia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44392189/44414263,plantae,liliopsida
plantae — magnoliopsida,Pink Water-speedwell,Veronica catenata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164419/42409596,plantae,magnoliopsida
plantae — magnoliopsida,,Vicia leucophaea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892489/20161035,plantae,magnoliopsida
plantae — magnoliopsida,Pygmy-flower Vetch,Vicia minutiflora,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892655/20161467,plantae,magnoliopsida
plantae — magnoliopsida,Ocala Vetch,Vicia ocalensis,Stable,Global,Near Threatened,https://www.iucnredlist.org/species/19892285/20162000,plantae,magnoliopsida
plantae — magnoliopsida,,Viola macloskeyi,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326274/67731227,plantae,magnoliopsida
plantae — magnoliopsida,,Viola nephrophylla,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326277/67731232,plantae,magnoliopsida
animalia — mammalia,Kit Fox,Vulpes macrotis,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41587/62259374,animalia,mammalia
plantae — liliopsida,,Vulpia octoflora,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44393631/44493019,plantae,liliopsida
plantae — liliopsida,,Wolffia borealis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326301/67731252,plantae,liliopsida
plantae — liliopsida,,Wolffia columbiana,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326308/67731262,plantae,liliopsida
animalia — mammalia,Spotted Ground Squirrel,Xerospermophilus spilosoma,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42563/22262899,animalia,mammalia
plantae — liliopsida,Narrowleaf Yucca,Yucca angustissima,Stable,Global,Least Concern,https://www.iucnredlist.org/species/117422964/117469932,plantae,liliopsida
plantae — liliopsida,Banana Yucca,Yucca baccata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/117423066/117469947,plantae,liliopsida
plantae — liliopsida,Bailey's Yucca,Yucca baileyi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/117423069/117469952,plantae,liliopsida
plantae — liliopsida,Soapweed,Yucca elata,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/117423218/117470022,plantae,liliopsida
plantae — liliopsida,Great Plains Yucca,Yucca glauca,Stable,Global,Least Concern,https://www.iucnredlist.org/species/117427973/214330850,plantae,liliopsida
plantae — liliopsida,Harriman's Yucca,Yucca harrimaniae,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/117428002/182251312,plantae,liliopsida
plantae — liliopsida,Eastern Joshua Tree,Yucca jaegeriana,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/162386466/162386497,plantae,liliopsida
plantae — liliopsida,Kanab Yucca,Yucca kanabensis,Unknown,Global,Endangered,https://www.iucnredlist.org/species/124572317/124572326,plantae,liliopsida
plantae — liliopsida,,Yucca nana,Stable,Global,Data Deficient,https://www.iucnredlist.org/species/124572344/124572347,plantae,liliopsida
plantae — liliopsida,Mojave Yucca,Yucca schidigera,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/117428515/117470192,plantae,liliopsida
plantae — liliopsida,,Yucca toftiae,Decreasing,Global,Vulnerable,https://www.iucnredlist.org/species/172050021/172050040,plantae,liliopsida
plantae — liliopsida,,Yucca utahensis,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/117428761/182251630,plantae,liliopsida
plantae — magnoliopsida,,Zapoteca formosa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891812/20164421,plantae,magnoliopsida
animalia — mammalia,,Zapus princeps,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42614/115195084,animalia,mammalia
animalia — insecta,Southern Dogface,Zerene cesonia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/173004869/173004894,animalia,insecta
